Thème,Oeuvre,Compositeur,Média,Catégorie,Année,Difficulté,Pays,Réponse,Lien,Code Spotify,Lien Playlist,marche pas
Broken Bolivia,Ghost Recon Wildlands,Alain Johannes,Jeux vidéo,Action,2017,Difficile,USA,Ghost Recon,https://open.spotify.com/intl-fr/track/2gMgKVfgbi7Ahgk4WUXOCa,spotify:track:2gMgKVfgbi7Ahgk4WUXOCa,,FALSE
God of War,God of War,Bear McCreary,Jeux vidéo,"Science-Fiction, Action",2018,Moyen,USA,,https://open.spotify.com/intl-fr/track/6ZMwwuUOx8kefl32gWOjtY,spotify:track:6ZMwwuUOx8kefl32gWOjtY,,FALSE
Soviet Connection,Grand Theft Auto IV,Michael Hunter,Jeux vidéo,Action,2010,Moyen,USA,"GTA IV, GTA, GTA 4",https://open.spotify.com/intl-fr/track/5AAXvrvpClghVZIvk5wPqf,spotify:track:5AAXvrvpClghVZIvk5wPqf,,FALSE
No Escape,Hades,Darren Korb,Jeux vidéo,"Action, Drame",2020,Difficile,USA,,https://open.spotify.com/intl-fr/track/5uiqrM9NLgnoAkJeqJqdlt,spotify:track:5uiqrM9NLgnoAkJeqJqdlt,,FALSE
CP Violation,Half Life 2,Kelly Bailey,Jeux vidéo,"Science-Fiction, Action, Drame",2004,Facile,USA,"Half-Life, HL, HL2",https://open.spotify.com/intl-fr/track/2cieEvx9xBuuNjp0XcyQP5,spotify:track:2cieEvx9xBuuNjp0XcyQP5,,FALSE
Halo Theme,Halo,Martin O'Donnell,Jeux vidéo,"Science-Fiction, Action",2001,Moyen,USA,,https://open.spotify.com/intl-fr/track/3kxEAkXVz45ysdavxSCuid,spotify:track:3kxEAkXVz45ysdavxSCuid,,FALSE
A Cup of Libertea,Helldivers 2,Wilbert Roget,Jeux vidéo,"Science-Fiction, Action",2024,Moyen,USA,Helldivers II,https://open.spotify.com/intl-fr/track/16exrY95yucY3Mkf7qIzhp,spotify:track:16exrY95yucY3Mkf7qIzhp,,FALSE
Overture to the Unwritten,Hogwarts Legacy,"Chuck E. Myers “Sea”, J. Scott Rakozy, Peter Murray",Jeux vidéo,"Fantasy, Drame",2023,Difficile,UK,,https://open.spotify.com/intl-fr/track/4u3Idn4PRAINifJ5lgzZDx,spotify:track:4u3Idn4PRAINifJ5lgzZDx,,FALSE
Dirthmouth,Hollow Knight,Christopher Larkin,Jeux vidéo,"Fantasy, Action",2017,Difficile,USA,,https://open.spotify.com/intl-fr/track/4gCnaT6NKQmR3hqEeHp30t,spotify:track:4gCnaT6NKQmR3hqEeHp30t,,FALSE
It Takes Two Theme,It Takes Two,Gustaf Grefberg,Jeux vidéo,"Comédie, Drame, Romance",2021,Difficile,Europe,,https://open.spotify.com/intl-fr/track/4qzz31heB1DdB1234e9jr4,spotify:track:4qzz31heB1DdB1234e9jr4,,FALSE
Star Walkin,League of Legends,Lil Nas X,Jeux vidéo,"Science-Fiction, Action",2009,Moyen,USA,,https://open.spotify.com/intl-fr/track/38T0tPVZHcPZyhtOcCP7pF,spotify:track:38T0tPVZHcPZyhtOcCP7pF,,FALSE
Tank Theme,Left 4 Dead,Mike Morasky,Jeux vidéo,"Action, Horreur",2008,Moyen,USA,"L4D, L4D2, Left 4 Dead 2",https://open.spotify.com/intl-fr/track/3IvnWjkcj67kGPOylyeraY,spotify:track:3IvnWjkcj67kGPOylyeraY,,FALSE
It's the Sims,Les Sims 4,Ilan Eshkeri,Jeux vidéo,"Romance, Comédie, Horreur, Action",2014,Facile,USA,"The Sims, Sims, The Sims 4, Les Sims",https://open.spotify.com/intl-fr/track/0Km2oQSLHDFiP4TF2hFOpM,spotify:track:0Km2oQSLHDFiP4TF2hFOpM,,FALSE
Disco Ball,Lethal Company,ZedFox,Jeux vidéo,"Horreur, Science-Fiction",2023,Moyen,USA,,https://open.spotify.com/intl-fr/track/0mK3Ij50sYfffoTsLsw9EC,spotify:track:0mK3Ij50sYfffoTsLsw9EC,,FALSE
Obstacles,Life Is Strange,Syd Matters,Jeux vidéo,"Thriller, Drame, Romance",2015,Difficile,USA,,https://open.spotify.com/intl-fr/track/2ynCjjrmED5CfiVn2ZLkUk,spotify:track:2ynCjjrmED5CfiVn2ZLkUk,,FALSE
Path to Rivals,Marvel Rivals,Mashahiro Aoki,Jeux vidéo,"Super-héro, Action, Marvel",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/3QSDEdBwavp3MJMtc4kLjQ,spotify:track:3QSDEdBwavp3MJMtc4kLjQ,,FALSE
Spider-Man,Marvel's Spider-Man,John Paesano,Jeux vidéo,"Super-héro, Action, Marvel",2018,Difficile,USA,"Spider-Man, Spiderman, Marvel Spiderman",https://open.spotify.com/intl-fr/track/3kIdjWDaZ9gs4v2iirkJie,spotify:track:3kIdjWDaZ9gs4v2iirkJie,,FALSE
Sweden,Minecraft,C418,Jeux vidéo,"Action, Fantasy",2009,Facile,Europe,,https://open.spotify.com/intl-fr/track/4NsPgRYUdHu2Q5JRNgXYU5,spotify:track:4NsPgRYUdHu2Q5JRNgXYU5,,FALSE
Penne For Your Thoughts,Overcooked,Goodkill Music,Jeux vidéo,"Action, Comédie",2016,Moyen,UK,,https://open.spotify.com/intl-fr/track/33SuNS6zg04HfB4pUw9Br2,spotify:track:33SuNS6zg04HfB4pUw9Br2,,FALSE
Main Theme,Overwatch,"Derek Duke, Neal Acree, Sam Cardon, Cris Velasco",Jeux vidéo,"Science-Fiction, Action",2016,Difficile,USA,,https://open.spotify.com/intl-fr/track/5cx92FYG8i09pYuVPtwsOE,spotify:track:5cx92FYG8i09pYuVPtwsOE,,FALSE
Razormind,Payday 2,Simon Viklund,Jeux vidéo,"Action, Thriller",2016,Difficile,Europe,Payday,https://open.spotify.com/intl-fr/track/5XnwT2VYXoDz0ahj4XrsWl,spotify:track:5XnwT2VYXoDz0ahj4XrsWl,,FALSE
Welcome To My Battlegrounds,Playerunknown's Battlegrounds,Tom Salta,Jeux vidéo,Action,2017,Moyen,USA,PUBG,https://open.spotify.com/intl-fr/track/1aQtqFfLUM70KDwcXzKCLO,spotify:track:1aQtqFfLUM70KDwcXzKCLO,,FALSE
"Pokemon Red, Blue & Yellow",Pokémon Red and Blue,Junichi Masuda,Jeux vidéo,"Fantasy, Action",1996,Facile,Asie,"Pokémon Red and Blue, Pokémon Rouge et Bleu, Pokemon, Pokemon Rouge et Bleu, Pokemon Red and Blue",https://open.spotify.com/intl-fr/track/4LROGGTfZfOElW7UenMxxh,spotify:track:4LROGGTfZfOElW7UenMxxh,,FALSE
Still Alive,Portal,"Kelly Bailey, Mike Morasky",Jeux vidéo,"Science-Fiction, Drame",2007,Facile,USA,,https://open.spotify.com/intl-fr/track/5didTozjN3H35Cko0ILIta,spotify:track:5didTozjN3H35Cko0ILIta,,FALSE
Main Theme,Rainbow Six Siege,Ben Frost,Jeux vidéo,Action,2015,Difficile,France,"R6, R6S",https://open.spotify.com/intl-fr/track/2S8kkzzHw0CgbIAz0enjdM,spotify:track:2S8kkzzHw0CgbIAz0enjdM,,FALSE
Theme From Red Dead Redemption,Red Dead Redemption,José Gonzalez,Jeux vidéo,"Action, Drame",2010,Difficile,USA,"RDR, RDR2, Red Dead Redemption 2",https://open.spotify.com/intl-fr/track/4BL3XnXe40ZS2YuRXWS4wX,spotify:track:4BL3XnXe40ZS2YuRXWS4wX,,FALSE
Breathing Underwater,Rocket League,Hollywood Principle,Jeux vidéo,Action,2015,Difficile,USA,RL,https://open.spotify.com/intl-fr/track/5Fgs5BpJufdxh4qPmcnChV,spotify:track:5Fgs5BpJufdxh4qPmcnChV,,FALSE
Umbra,Rust,Alex Rehberg,Jeux vidéo,Action,2013,Difficile,USA,,https://open.spotify.com/intl-fr/track/6OBWwlB1m6tOlRd6Vvl3z8,spotify:track:6OBWwlB1m6tOlRd6Vvl3z8,,FALSE
Bosun Bill,Sea of Thieves,Robin Beanland,Jeux vidéo,Action,2018,Facile,UK,,https://open.spotify.com/intl-fr/track/40wVJcBuuWWIuUlITBmx9l,spotify:track:40wVJcBuuWWIuUlITBmx9l,,FALSE
Catch Up!,Speedrunners,SonicPicNic,Jeux vidéo,Comédie,2016,Facile,Europe,Speedrunner,https://open.spotify.com/intl-fr/track/0CgH8NvgGBg4ODOP4TzLIS,spotify:track:0CgH8NvgGBg4ODOP4TzLIS,,FALSE
Main Theme,Split Fiction,Jonatan Jarpehag,Jeux vidéo,"Science-Fiction, Fantasy",2025,Difficile,France,,https://open.spotify.com/intl-fr/track/6o2hhoIVfwb4QTrjCzHGHb,spotify:track:6o2hhoIVfwb4QTrjCzHGHb,,FALSE
Cal Kestis,Star Wars Jedi Fallen Order,"Stephen Barton, Gordy Haab",Jeux vidéo,"Drame, Science-Fiction, Action",2019,Difficile,USA,"Fallen Order, Star Wars Jedi",https://open.spotify.com/intl-fr/track/4bJljUkgHFrGl8CBI1HlVg,spotify:track:4bJljUkgHFrGl8CBI1HlVg,,FALSE
Into the Unknown,Subnautica,Simon Chylinski,Jeux vidéo,Action,2018,Difficile,USA,,https://open.spotify.com/intl-fr/track/7q2aEqd9mjyg2tBIzqpsJc,spotify:track:7q2aEqd9mjyg2tBIzqpsJc,,FALSE
Super Mario Bros Theme,Super Mario Bros,Koji Kondo,Jeux vidéo,"Romance, Action",1985,Facile,Asie,"Super Mario, Mario, Super Mario Bro",https://open.spotify.com/intl-fr/track/6LHmdbCoRqOMsU5qzBZEsn,spotify:track:6LHmdbCoRqOMsU5qzBZEsn,,FALSE
We Are the Division,The Division,Ola Strandh,Jeux vidéo,"Science-Fiction, Action",2016,Difficile,Europe,,https://open.spotify.com/intl-fr/track/4shsCsVxXiTryOQFiSmkMR,spotify:track:4shsCsVxXiTryOQFiSmkMR,,FALSE
THE FINALS,The Finals,Sailor & I,Jeux vidéo,"Science-Fiction, Action",2024,Difficile,Europe,,https://open.spotify.com/intl-fr/track/6AoT54ZLUOwO3zUzhzM7RD,spotify:track:6AoT54ZLUOwO3zUzhzM7RD,,FALSE
The Forest,The Forest,Gabriel Klein,Jeux vidéo,"Action, Science-Fiction, Horreur",2014,Difficile,USA,,https://open.spotify.com/intl-fr/track/4ZaEa0kiLwRLo40RFWtJ5y,spotify:track:4ZaEa0kiLwRLo40RFWtJ5y,,FALSE
The Choice,The Last of Us,Gustavo Santaolalla,Jeux vidéo,"Action, Drame, Horreur",2013,Facile,USA,,https://open.spotify.com/intl-fr/track/2IXJyG1DX93g2EhFXghz37,spotify:track:2IXJyG1DX93g2EhFXghz37,,FALSE
Gerudo Valley,The Legend of Zelda Ocarina of Time,Koji Kondo,Jeux vidéo,"Fantasy, Action, Romance",1998,Moyen,Asie,"The Legend of Zelda, Zelda, Ocarina of Time",https://open.spotify.com/intl-fr/track/5yR83V6yy3IUxSvzrFtlLg,spotify:track:5yR83V6yy3IUxSvzrFtlLg,,FALSE
Kaer Morhen,The Witcher 3,"Marcin Przybyłowicz, Mikolai Stroinski, Percival",Jeux vidéo,"Fantasy, Action, Romance",2015,Difficile,Europe,"The Witcher, The Witcher III Wild Hunt, The Witcher III",https://open.spotify.com/intl-fr/track/761SMhVKJlJlUCUveNcq1m,spotify:track:761SMhVKJlJlUCUveNcq1m,,FALSE
Bt-7274,Titanfall 2,Stephen Barton,Jeux vidéo,"Science-Fiction, Action",2016,Difficile,USA,Titanfall,https://open.spotify.com/intl-fr/track/6D3HTlLMTsvYlI8ic7cpwI,spotify:track:6D3HTlLMTsvYlI8ic7cpwI,,FALSE
Complicated Columns,Tricky Tower,Jonathan Van Den Wijngaarden,Jeux vidéo,Comédie,2016,Moyen,USA,,https://open.spotify.com/intl-fr/track/2JhHd6o2XsQcftN7NJCst3,spotify:track:2JhHd6o2XsQcftN7NJCst3,,FALSE
Megalovania,Undertale,Toby Fox,Jeux vidéo,"Drame, Action, Romance",2015,Moyen,USA,,https://open.spotify.com/intl-fr/track/1J03Vp93ybKIxfzYI4YJtL,spotify:track:1J03Vp93ybKIxfzYI4YJtL,,FALSE
O Death,Until Dawn,Jeff Grace,Jeux vidéo,"Horreur, Thriller",2015,Moyen,UK,,https://open.spotify.com/intl-fr/track/14yW31B7xtVXgKh5HZKBwd,spotify:track:14yW31B7xtVXgKh5HZKBwd,,FALSE
Die For You,Valorant,Grabbitz,Jeux vidéo,Action,2020,Difficile,USA,,https://open.spotify.com/intl-fr/track/1YFoeeHQ7YIWqAqWbJoJLO,spotify:track:1YFoeeHQ7YIWqAqWbJoJLO,,FALSE
Creepy Caller,Watch Dogs,Brian Reitzell,Jeux vidéo,"Science-Fiction, Action, Drame",2014,Difficile,USA,Watch Dogs,https://open.spotify.com/intl-fr/track/6Mdb4JaowyGGFZGatq5BM5,spotify:track:6Mdb4JaowyGGFZGatq5BM5,,FALSE
The Night We Met,13 Reasons Why,Yazoo,Série,"Drame, Thriller",2017,Facile,USA,,https://open.spotify.com/intl-fr/track/0jZO7p0nBUi9VHedWUBS9l,spotify:track:0jZO7p0nBUi9VHedWUBS9l,,FALSE
The Ballad of the Witches' Road,Agatha All Along,"Kristen Anderson-Lopez, Robert Lopez",Série,"Marvel, Comédie",2021,Facile,USA,,https://open.spotify.com/intl-fr/track/59h6Uw3m5ClwHnEcKXh8hg,spotify:track:59h6Uw3m5ClwHnEcKXh8hg,,FALSE
End Credits,Ahsoka,Kevin Kiner,Série,"Science-Fiction, Action",2023,Moyen,USA,,https://open.spotify.com/intl-fr/track/12RRnmIMkMDViOjYd5k2iy,spotify:track:12RRnmIMkMDViOjYd5k2iy,,FALSE
Alice in Borderland,Alice in Borderland,Yutaka Yamada,Série,"Thriller, Science-Fiction, Action",2020,Moyen,Asie,,https://open.spotify.com/intl-fr/track/4Y37c6pmXe3ciQOv7AV4cK,spotify:track:4Y37c6pmXe3ciQOv7AV4cK,,FALSE
Good Morning USA,American Dad,Walter Murphy	,Série,"Comédie, Animation",2005,Moyen,USA,,https://open.spotify.com/intl-fr/track/10WlYJJ6dOEfrbplErVMqv,spotify:track:10WlYJJ6dOEfrbplErVMqv,,FALSE
American Horror Story Theme,American Horror Story,"Cesar Davila-Irizarry, Charlie Clouser",Série,Horreur,2011,Moyen,USA,,https://open.spotify.com/intl-fr/track/24CpnVMo4ZFcvG9a3UsfAW,spotify:track:24CpnVMo4ZFcvG9a3UsfAW,,FALSE
"Amour, Gloire et Beauté",Amour Gloire et Beauté,"Barry De Vorzon, Perry Botkin Jr.",Série,"Drame, Romance",1987,Facile,USA,The Beautiful and The Bold,https://open.spotify.com/intl-fr/track/7gPxxsma4uoNaxnOiY3qhX,spotify:track:7gPxxsma4uoNaxnOiY3qhX,,FALSE
Main Title,Andor,Nicholas Britell,Série,"Science-Fiction, Action, Thriller",2022,Moyen,USA,,https://open.spotify.com/intl-fr/track/3DsfQmoME4Fe6d4L7H2FJi,spotify:track:3DsfQmoME4Fe6d4L7H2FJi,,FALSE
Enemy,Arcane,"Imagine Dragons, JID",Série,"Animation, Action, Drame",2021,Facile,France,,https://open.spotify.com/intl-fr/track/1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,,FALSE
Setting Up the Lair,Arrow,Blake Neely,Série,"Super-héro, Drame, Action",2012,Moyen,USA,,https://open.spotify.com/intl-fr/track/0hfu2saySEU8nlIg5FkzsI,spotify:track:0hfu2saySEU8nlIg5FkzsI,,FALSE
Martha Suite,Baby reindeer ,Julia Holter,Série,"Drame, Thriller",2024,Difficile,UK,,https://open.spotify.com/intl-fr/track/1Odl5FhSqJ8eaKtdLa5oPT,spotify:track:1Odl5FhSqJ8eaKtdLa5oPT,,FALSE
Bates Motel,Bates Motel,Chris Bacon,Série,"Drame, Thriller, Horreur",2013,Difficile,USA,,https://open.spotify.com/intl-fr/track/0I09oHi0ZEluy2M19SPQ0t,spotify:track:0I09oHi0ZEluy2M19SPQ0t,,FALSE
Felicidad,Berlin,Iván Martínez Lacámara,Série,Action,2023,Moyen,Espagne,,https://open.spotify.com/intl-fr/track/1oANTqqfbOVwOX59aAeQOO,spotify:track:1oANTqqfbOVwOX59aAeQOO,,FALSE
Better Call Saul,Better Call Saul,Little Barrie,Série,Drame,2015,Moyen,USA,,https://open.spotify.com/intl-fr/track/6Wr4XiGDOjT4A2imlFT2F1,spotify:track:6Wr4XiGDOjT4A2imlFT2F1,,FALSE
Main Title,Breaking Bad,Dave Porter,Série,"Drame, Thriller",2008,Facile,USA,,https://open.spotify.com/intl-fr/track/2hsLpiKNkWpd4e9QuVdhar,spotify:track:2hsLpiKNkWpd4e9QuVdhar,,FALSE
Je survivrai,bref,"The Name, Clément Libes",Série,"Comédie, Romance, Drame",2011,Moyen,France,,https://open.spotify.com/intl-fr/track/5y74lcKWh9u3F7NP1bcUXV,spotify:track:5y74lcKWh9u3F7NP1bcUXV,,FALSE
Material Girl,Bridgerton,Kris Bowers,Série,"Drame, Romance",2020,Moyen,France,,https://open.spotify.com/intl-fr/track/4p7na6NSU0F7lMOhx9kg9k,spotify:track:4p7na6NSU0F7lMOhx9kg9k,,FALSE
Main Theme,Brooklyn Nine-Nine,Dan Marocco,Série,Comédie,2013,Difficile,France,,https://open.spotify.com/intl-fr/track/0PYcxujFVrikVn3SI4lTYI,spotify:track:0PYcxujFVrikVn3SI4lTYI,,FALSE
Main Theme,Buffy Contre les Vampires,Nerf Herder,Série,Action,1997,Moyen,USA,"Buffy, Buffy The Vampire Slayer",https://open.spotify.com/intl-fr/track/3TZ3NVQtkj4nFPANN946Ct,spotify:track:3TZ3NVQtkj4nFPANN946Ct,,FALSE
Opening Title,Cassandra,Mathieu Lamboley,Série,"Science-Fiction, Horreur",2025,Facile,Europe,,https://open.spotify.com/intl-fr/track/4LUHVC0mUCv7yIT0ojM8Dk,spotify:track:4LUHVC0mUCv7yIT0ojM8Dk,,FALSE
How Soon Is Now?,Charmed,Love Spit Love (reprise de The Smiths),Série,Drame,1998,Moyen,USA,,https://open.spotify.com/intl-fr/track/3gNXaTJGjhTPYDlwqZwRaE,spotify:track:3gNXaTJGjhTPYDlwqZwRaE,,FALSE
12 Hours Before,Chernobyl,Hildur Guonadottir,Série,"Histoire, Drame",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/3pcrD4NBBBQGMJATRhk25C,spotify:track:3pcrD4NBBBQGMJATRhk25C,,FALSE
Nara,Cold Case,E.S. Posthumus,Série,"Action, Drame",2003,Difficile,USA,,https://open.spotify.com/intl-fr/track/47vFyxAv24QxAOfdMuE3oV,spotify:track:47vFyxAv24QxAOfdMuE3oV,,FALSE
Main Title,Daredevil,John Paesano,Série,"Marvel, Action, Super-héro",2015,Moyen,USA,,https://open.spotify.com/intl-fr/track/4t20umh0eSuYstasrSl2HV,spotify:track:4t20umh0eSuYstasrSl2HV,,FALSE
Goodbye,Dark,Apparat (feat. Soap&Skin),Série,"Science-Fiction, Thriller",2017,Difficile,USA,,https://open.spotify.com/intl-fr/track/6qMcBfQ3Dy3Cn6q27tcQDR,spotify:track:6qMcBfQ3Dy3Cn6q27tcQDR,,FALSE
Main Theme,Desperate Housewives,Danny Elfman,Série,"Comédie, Drame",2004,Facile,USA,,https://open.spotify.com/intl-fr/track/2iuPMHqU7dvKK4ezEBTAgh,spotify:track:2iuPMHqU7dvKK4ezEBTAgh,,FALSE
Main Title,Dexter,Rolfe Kent,Série,"Thriller, Drame",2006,Facile,USA,,https://open.spotify.com/intl-fr/track/2hD7VuZkKhuiSmlXQpxloY,spotify:track:2hD7VuZkKhuiSmlXQpxloY,,FALSE
Doctor Who Theme,Doctor Who,"Ron Grainer, arrangé par Delia Derbyshire",Série,Science-Fiction,1963,Moyen,UK,,https://open.spotify.com/intl-fr/track/6owgMJENlBFIDIT0JgB9j8,spotify:track:6owgMJENlBFIDIT0JgB9j8,,FALSE
Dr House,Dr House,Massive Attack,Série,Drame,2004,Facile,USA,,https://open.spotify.com/intl-fr/track/20dYI1I9EEkLOasqsh3LZj,spotify:track:20dYI1I9EEkLOasqsh3LZj,,FALSE
Forever,Elite,CHVRCHES,Série,"Drame, Thriller",2018,Difficile,Espagne,,https://open.spotify.com/intl-fr/track/1QHzf28GKB4xblsVPS6LPs,spotify:track:1QHzf28GKB4xblsVPS6LPs,,FALSE
Mon Soleil,Emily In Paris,James Newton Howard,Série,"Comédie, Romance",2020,Moyen,USA,,https://open.spotify.com/intl-fr/track/3jJ9djWzDlQnqDd7vTZs9K,spotify:track:3jJ9djWzDlQnqDd7vTZs9K,,FALSE
Main Theme,Esprit Criminel,"Marc Fantini, Steffan Fantini, Scott Gordon",Série,"Drame, Thriller",2005,Moyen,USA,Criminal Minds,https://open.spotify.com/intl-fr/track/416mU8FdXWkTyUQecqyBAX,spotify:track:416mU8FdXWkTyUQecqyBAX,,FALSE
Main Title,Et si...,Laura Karpman,Série,"Animation, Marvel, Science-Fiction, Super-héro",2021,Moyen,USA,"What if, What if..., Et si",https://open.spotify.com/intl-fr/track/1iXxR60s5eXPfJ91lgyVp1,spotify:track:1iXxR60s5eXPfJ91lgyVp1,,FALSE
Forever,Euphoria,Labrinth,Série,Drame,2019,Moyen,USA,,https://open.spotify.com/intl-fr/track/6potEImiklXkwD9qFzpu15,spotify:track:6potEImiklXkwD9qFzpu15,,FALSE
Orange Colored Sky,Fallout,Ramin Djawadi,Série,Science-Fiction,2024,Moyen,USA,,https://open.spotify.com/intl-fr/track/6fUDNcmsnnUVyOtEnA9xdC,spotify:track:6fUDNcmsnnUVyOtEnA9xdC,,FALSE
Louisiana Hero,Faucon et le Solda de l'Hiver,Henry Jackman,Série,"Action, Marvel, Super-héro",2021,Moyen,USA,Falcon and the Winter Soldier,https://open.spotify.com/intl-fr/track/33HrnfzEPWyEtRw70R44jg,spotify:track:33HrnfzEPWyEtRw70R44jg,,FALSE
Générique,Fiasco,"Julien Grunberg, Paul-Marie Barbier",Série,"Drame, Comédie",2024,Moyen,France,,https://open.spotify.com/intl-fr/track/62gQ5AAQxkYS6fU1SlOvX3,spotify:track:62gQ5AAQxkYS6fU1SlOvX3,,FALSE
Main Title,Foundation,Bear McCreary,Série,"Science-Fiction, Drame",2021,Difficile,USA,Fondation,https://open.spotify.com/intl-fr/track/61oU2dZYvjGXhQtMXlgTau,spotify:track:61oU2dZYvjGXhQtMXlgTau,,FALSE
I'll Be There For You,Friends,The Rembrandts,Série,"Romance, Comédie",1994,Facile,USA,,https://open.spotify.com/intl-fr/track/6IWbIBiYAdmk67Tgt8kjmA,spotify:track:6IWbIBiYAdmk67Tgt8kjmA,,FALSE
Main Title,Game of Thrones,Ramin Djawadi,Série,"Fantasy, Drame",2011,Facile,USA,GoT,https://open.spotify.com/intl-fr/track/2q6fxAvSpqXR4jx9Ne7RGz,spotify:track:2q6fxAvSpqXR4jx9Ne7RGz,,FALSE
What Kind of an Animal?,Gen V,Matt Bowen,Série,"Action, Super-héro, Drame",2023,Difficile,USA,,https://open.spotify.com/intl-fr/track/34MNUa8t5MFcDP413Q2F1p,spotify:track:34MNUa8t5MFcDP413Q2F1p,,FALSE
Don't Stop Believin',Glee,"Steve Perry, Neal Schon, Jonathan Cain",Série,"Musical, Comédie, Drame",2009,Moyen,USA,,https://open.spotify.com/intl-fr/track/18k2vGf6TWpBoy8ASTuPdS,spotify:track:18k2vGf6TWpBoy8ASTuPdS,,FALSE
Main Theme,Gossip Girls,Peter Bjorn and John,Série,"Drame, Romance",2007,Moyen,USA,,https://open.spotify.com/intl-fr/track/5GjL1oQ4qyu8CYlUKttrB0,spotify:track:5GjL1oQ4qyu8CYlUKttrB0,,FALSE
Main Theme,Grey's Anatomy,Psapp,Série,"Drame, Romance",2005,Facile,USA,,https://open.spotify.com/intl-fr/track/2qFL8M59gEHGLJ74mP0bF6,spotify:track:2qFL8M59gEHGLJ74mP0bF6,,FALSE
The Best of Both Worlds,Hannah Montana,"John Shanks, Matthew Gerrard",Série,"Musical, Comédie",2009,Moyen,USA,,https://open.spotify.com/intl-fr/track/6Z0F3Mqj7tq1CBZo5qMlUg,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,,FALSE
Hawkeye's Theme,Hawkeye,"Christophe Beck, Michael Paraskevas",Série,"Action, Super-héro, Marvel",2021,Moyen,USA,,https://open.spotify.com/intl-fr/track/31YHdtc3RN5X8JYIaNm1Lp,spotify:track:31YHdtc3RN5X8JYIaNm1Lp,,FALSE
The Heirs of the Dragon,House of the Dragon,Ramin Djawadi,Série,"Fantasy, Action, Drame",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/75EiP8M4Egeqndtv08lD66,spotify:track:75EiP8M4Egeqndtv08lD66,,FALSE
How I Met Your Mother Theme,How I Met Your Mother,The Solids,Série,"Comédie, Romance",2005,Moyen,USA,,https://open.spotify.com/intl-fr/track/1NdpUcsAG5mA3kZbGWc4TH,spotify:track:1NdpUcsAG5mA3kZbGWc4TH,,FALSE
Invicible,Invincible,John Paesano,Série,"Super-héro, Animation, Drame",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/6WQJBaBfM1Ow66RIlc43SK,spotify:track:6WQJBaBfM1Ow66RIlc43SK,,FALSE
The A-Team,L'Agence Tous Risques,"Mike Post, Pete Carpenter",Série,"Comédie, Action",1983,Moyen,USA,The A-Team,https://open.spotify.com/intl-fr/track/2JIg3InFapDHAA7i2zkD20,spotify:track:2JIg3InFapDHAA7i2zkD20,,FALSE
Bella Ciao,La Casa de Papel,"Cecilia Krull, Manel Santisteban",Série,"Thriller, Drame",2017,Facile,Espagne,,https://open.spotify.com/intl-fr/track/3lWzVNe1yFZlkeBBzUuZYu,spotify:track:3lWzVNe1yFZlkeBBzUuZYu,,FALSE
Générique,La Flamme,"Villevieille, Romain Vissol",Série,"Comédie, Romance",2020,Difficile,France,,https://open.spotify.com/intl-fr/track/1wtLJKRbFeJakUzpQyIkFe,spotify:track:1wtLJKRbFeJakUzpQyIkFe,,FALSE
The Little House on the Praie,La Petite Maison dans la Prairie,David Rose,Série,Drame,1974,Moyen,USA,Little House on the Prairie,https://open.spotify.com/intl-fr/track/49Asj8YdVnwOlmh6QiRssY,spotify:track:49Asj8YdVnwOlmh6QiRssY,,FALSE
L'Île aux oiseaux,Le Flambeau,"Villevieille, Romain Vissol",Série,Comédie,2022,Difficile,France,,https://open.spotify.com/intl-fr/track/44hKnQwMYu31uhr3nJOtlw,spotify:track:44hKnQwMYu31uhr3nJOtlw,,FALSE
Main Title,Le Jeu de la Dame,Carlos Rafael Rivera,Série,Drame,2020,Moyen,USA,Queen's Gambit,https://open.spotify.com/intl-fr/track/1Z1R6FwnQdTiVIwKGgUDUj,spotify:track:1Z1R6FwnQdTiVIwKGgUDUj,,FALSE
Won't Let Fooled Again,Les Expert Miami,The Who,Série,"Action, Drame",2002,Moyen,USA,,https://open.spotify.com/intl-fr/track/0cJPLFrlV7TTCyPLupHzcH,spotify:track:0cJPLFrlV7TTCyPLupHzcH,,FALSE
Who Are You,Les Experts,The Who,Série,"Action, Drame",2000,Moyen,USA,,https://open.spotify.com/intl-fr/track/23IJ5wLRhEZ9DOuia5mPiZ,spotify:track:23IJ5wLRhEZ9DOuia5mPiZ,,FALSE
Baba O'Riley,Les Experts Manhattan,The Who,Série,"Action, Drame",2004,Moyen,USA,,https://open.spotify.com/intl-fr/track/3qiyyUfYe7CRYLucrPmulD,spotify:track:3qiyyUfYe7CRYLucrPmulD,,FALSE
Nadia's Theme,Les Feux de l'Amour,"Barry De Vorzon, Perry Botkin Jr.",Série,"Drame, Romance",1973,Moyen,USA,The Young and the Restless,https://open.spotify.com/intl-fr/track/3gO8JJElqnMvckLjdCgzFc,spotify:track:3gO8JJElqnMvckLjdCgzFc,,FALSE
